Скважина;Дата;Дебит жидкости;Давление буферное;Давление затрубное;Загрузка;Обводненность;Р на приеме насоса;Частота вращения двиг.;Активная мощность;БДПВ Объем в пересчете на сутки;БДПВ Расход воды;Давление в коллекторе;Полная мощность;Расход газа на сутки;Расход нефти;Газовый фактор;Газожидкостной фактор;Уплотненный дебит (виртуальный расходомер)
Au_389;01.07.2025;;36.561323;14.380911;0;;0;0;0;0;0;0;0;;;;;
Au_389;02.07.2025;;37.4776;15.689317;0;;0;0;0;0;0;0;0;;;;;
Au_389;03.07.2025;;37.070455;15.173242;0;;0;0;0;0;0;0;0;;;;;
Au_389;04.07.2025;;36.248057;13.878004;0;;0;0;0;0;0;0;0;;;;;
Au_389;05.07.2025;;36.293876;14.069108;0;;0;0;0;0;0;0;0;;;;;
Au_389;06.07.2025;;37.024266;14.651114;0;;0;0;0;0;0;0;0;;;;;
Au_389;07.07.2025;;38.198002;16.134227;0;;0;0;0;0;0;0;0;;;;;
Au_389;08.07.2025;;38.303871;15.980513;0;;0;0;0;0;0;0;0;;;;;
Au_389;09.07.2025;;38.545806;16.100545;0;;0;0;0;0;0;0;0;;;;;
Au_389;10.07.2025;;38.675123;16.029531;0;;0;0;0;0;0;0;0;;;;;
Au_389;11.07.2025;;38.752398;15.874011;0;;0;0;0;0;0;0;0;;;;;
Au_389;12.07.2025;;38.757248;15.849283;0;;0;0;0;0;0;0;0;;;;;
Au_389;13.07.2025;;38.809146;15.883633;0;;0;0;0;0;0;0;0;;;;;
Au_389;14.07.2025;;38.72402;15.70795;0;;0;0;0;0;0;0;0;;;;;
Au_389;15.07.2025;;38.645278;15.530772;0;;0;0;0;0;0;0;0;;;;;
Au_389;16.07.2025;;38.988573;15.753725;0;;0;0;0;0;0;0;0;;;;;
Au_389;17.07.2025;;39.022752;15.915483;0;;0;0;0;0;0;0;0;;;;;
Au_389;18.07.2025;;39.070012;15.723498;0;;0;0;0;0;0;0;0;;;;;
Au_389;19.07.2025;;39.0906;15.64459;0;;0;0;0;0;0;0;0;;;;;
Au_389;20.07.2025;;39.001904;15.454016;0;;0;0;0;0;0;0;0;;;;;
Au_389;21.07.2025;;38.081308;14.275562;0;;0;0;0;0;0;0;0;;;;;
Au_389;22.07.2025;;36.665847;12.983192;0;;0;0;0;0;0;0;0;;;;;
Au_389;23.07.2025;;36.336171;12.813636;0;;0;0;0;0;0;0;0;;;;;
Au_389;24.07.2025;;36.017798;12.557465;0;;0;0;0;0;0;0;0;;;;;
Au_389;25.07.2025;;35.52943;12.034978;0;;0;0;0;0;0;0;0;;;;;
Au_389;26.07.2025;;35.379207;11.878385;0;;0;0;0;0;0;0;0;;;;;
Au_389;27.07.2025;;36.029097;12.750771;0;;0;0;0;0;0;0;0;;;;;
Au_389;28.07.2025;;36.528706;12.891445;0;;0;0;0;0;0;0;0;;;;;
Au_389;29.07.2025;;35.994703;12.468005;0;;0;0;0;0;0;0;0;;;;;
Au_389;30.07.2025;;35.879031;12.397889;0;;0;0;0;0;0;0;0;;;;;
Au_389;31.07.2025;;35.881102;12.373723;0;;0;0;0;0;0;0;0;;;;;
Au_389;01.08.2025;;36.5901;14.138996;0;;0;0;0;0;0;0;0;;;;;
Au_389;02.08.2025;;36.19282;12.920559;0;;0;0;0;0;0;0;0;;;;;
Au_389;03.08.2025;;35.659054;12.321414;0;;0;0;0;0;0;0;0;;;;;
Au_389;04.08.2025;;36.48569;13.428879;0;;0;0;0;0;0;0;0;;;;;
Au_389;05.08.2025;;35.440185;12.018039;0;;0;0;0;0;0;0;0;;;;;
Au_389;06.08.2025;;34.974689;11.817399;0;;0;0;0;0;0;0;0;;;;;
Au_389;07.08.2025;;33.999579;11.065971;0;;0;0;0;0;0;0;0;;;;;
Au_389;08.08.2025;;34.737267;11.490695;0;;0;0;0;0;0;0;0;;;;;
Au_389;09.08.2025;;34.877376;11.176621;0;;0;0;0;0;0;0;0;;;;;
Au_389;10.08.2025;;34.76238;10.941154;0;;0;0;0;0;0;0;0;;;;;
Au_389;11.08.2025;;34.873297;10.875865;0;;0;0;0;0;0;0;0;;;;;
Au_389;12.08.2025;;34.948588;10.763201;0;;0;0;0;0;0;0;0;;;;;
Au_389;13.08.2025;;34.922182;10.585348;0;;0;0;0;0;0;0;0;;;;;
Au_389;14.08.2025;;34.506585;10.378067;0;;0;0;0;0;0;0;0;;;;;
Au_389;15.08.2025;;34.452675;10.300485;0;;0;0;0;0;0;0;0;;;;;
Au_389;16.08.2025;;34.58881;10.384356;0;;0;0;0;0;0;0;0;;;;;
Au_389;17.08.2025;84.85;34.612585;10.322415;0;5.82;0;0;0;0;0;0;0;110875.715;68.715;1613.559121;1306.726164;84.85
Au_389;18.08.2025;115.371429;37.644528;12.701604;0;;0;0;0;0;0;0;0;103312.298571;95.52;1081.577665;895.475594;115.371429
Au_389;19.08.2025;126.7;37.359793;11.257375;0;;0;0;0;0;0;0;0;95625.211;104.917;911.436764;754.737261;126.7
Au_389;20.08.2025;92.3;35.081668;10.298805;0;11.29;0;0;0;0;0;0;0;93237.835;71.94;1296.049972;1010.160726;92.3
Au_389;21.08.2025;78.833333;35.404748;10.154261;0;10.055;0;0;0;0;0;0;0;89210.33;59.383333;1502.278922;1131.632093;78.833333
Au_389;22.08.2025;;34.916786;9.368687;0;;0;0;0;0;0;0;0;;;;;
Au_389;23.08.2025;91.8;35.142909;9.267781;0;4.38;0;0;0;0;0;0;0;85849.225;72.945;1176.903489;935.176743;91.8
Au_389;24.08.2025;68.75;35.0188;9.310042;0;8.86;0;0;0;0;0;0;0;71915.885;52.345;1373.882606;1046.049236;68.75
Au_389;25.08.2025;122.35;36.128422;9.911988;0;7.63;0;0;0;0;0;0;0;95690.546667;98.59;970.590797;782.104999;122.35
Au_389;26.08.2025;72.325;34.942947;8.692124;0;7.6;0;0;0;0;0;0;0;71753.835;74.46;963.656124;992.1028;72.325
Au_389;27.08.2025;;34.668681;8.272699;0;;0;0;0;0;0;0;0;;;;;
Au_389;28.08.2025;;35.238039;8.699661;0;;0;0;0;0;0;0;0;;;;;
Au_389;29.08.2025;71.75;36.025018;8.925795;0;16.41;0;0;0;0;0;0;0;64211.855;52.925;1213.261313;894.938746;71.75
Au_389;30.08.2025;;36.880099;8.900345;0;;0;0;0;0;0;0;0;;;;;
Au_389;31.08.2025;;38.045275;8.845882;0;;0;0;0;0;0;0;0;;;;;
Au_389;01.09.2025;73.933333;42.110348;5.252264;0;0.05;0;0;0;0;0;0;0;66144.363333;60.186667;1098.986985;894.648738;73.933333
Au_389;02.09.2025;;38.304626;4.536858;0;;0;0;0;0;0;0;0;;;;;
Au_389;03.09.2025;;0.310504;6.342994;0;;0;0;0;0;0;0;0;;;;;
Au_389;04.09.2025;;0.409051;16.753814;0;;0;0;0;0;0;0;0;;;;;
Au_389;05.09.2025;;0.546398;18.723344;0;;0;0;0;0;0;0;0;;;;;
Au_389;06.09.2025;;5.851709;2.001224;0;;0;0;0;0;0;0;0;;;;;
Au_389;07.09.2025;;-0.056848;-0.21336;0;;0;0;0;0;0;0;0;;;;;
Au_389;08.09.2025;;-0.055775;-0.192636;0;;0;0;0;0;0;0;0;;;;;
Au_389;09.09.2025;;-0.057531;-0.184949;0;;0;0;0;0;0;0;0;;;;;
Au_389;10.09.2025;186.875;2.681271;2.558202;15.154682;99.666667;66.511012;11.107308;43.038462;0;0;0;43.038462;6835.93;1.275;5361.513725;36.580227;186.875
Au_389;11.09.2025;;2.967994;4.741185;2.136628;;82.590105;3.188372;4.071875;0;0;0;4.071875;;;;;
Au_389;12.09.2025;;1.10617;4.876786;0;;82.162701;0;0;0;0;0;0;;;;;
Au_389;13.09.2025;;1.079162;5.301004;0;;57.879061;0;0;0;0;0;0;;;;;
Au_389;14.09.2025;;1.092473;4.890306;2.533288;;0;0;0;0;0;0;0;;;;;
Au_389;15.09.2025;;0.084326;-0.080188;10.913889;;0;0;0;0;0;0;0;;;;;
Au_389;16.09.2025;;-0.054547;-0.19216;0;;0;0;0;0;0;0;0;;;;;
Au_389;17.09.2025;;-0.055167;-0.192637;0;;0;0;0;0;0;0;0;;;;;
Au_389;18.09.2025;;-0.055737;-0.191303;0;;0;0;0;0;0;0;0;;;;;
Au_389;19.09.2025;;-0.059749;-0.186878;0;;0;0;0;0;0;0;0;;;;;
Au_389;20.09.2025;;-0.061558;-0.187887;0;;0;0;0;0;0;0;0;;;;;
Au_389;21.09.2025;;-0.063158;-0.183621;0;;0;0;0;0;0;0;0;;;;;
Au_389;22.09.2025;;-0.061861;-0.186741;0;;0;0;0;0;0;0;0;;;;;
Au_389;23.09.2025;;-0.05999;-0.18718;0;;0;0;0;0;0;0;0;;;;;
Au_389;24.09.2025;;-0.064078;-0.180762;0;;0;0;0;0;0;0;0;;;;;
Au_389;25.09.2025;;2.867577;2.297225;29.540264;;70.273097;26.830242;52.125256;0;0;0;74.333968;;;;;
Au_389;26.09.2025;153;5.645872;5.485814;49.63557;39.941429;86.965289;45.911011;90.989083;0;0;0;131.280313;18242.875714;74.815714;243.837486;119.234482;153
Au_389;27.09.2025;164.158333;7.113502;7.308515;48.734354;38.5375;86.707324;47.674849;93.705237;0;0;0;137.235308;19742.132083;82.041667;240.635434;120.262747;164.158333
Au_389;28.09.2025;168.45;5.22305;5.583932;48.291555;43.125;86.090154;49.386528;95.708847;0;0;0;142.169705;22834.625;78.05;292.564061;135.557287;168.45
Au_389;29.09.2025;194.075;6.749702;6.605814;47.829942;14.63;85.03617;50.799157;96.713663;0;0;0;145.659956;24851.325625;134.893125;184.229742;128.050113;194.075
Au_389;30.09.2025;132.4;5.2568;5.108231;46.505984;12.44;84.773092;51;95.54129;0;0;0;145.473537;32205.71;94.37;341.270637;243.245544;132.4
Au_389;01.10.2025;74.3375;5.835832;5.683694;46.04329;10.493333;84.848254;51;94.712554;0;0;0;145.005916;35794.18625;56.24625;636.383514;481.509147;74.3375
Au_389;02.10.2025;41.542857;5.652256;5.500594;45.859935;;85.016431;51.062109;94.399376;0;0;0;145.015174;10209.561429;33.828571;301.802914;245.759732;41.542857
Au_389;03.10.2025;146.9;5.432377;5.273231;47.11;2.37;85.162479;51.924169;97.935667;0;0;0;149.032667;18937.523333;117.043333;161.799248;128.914386;146.9
Au_389;04.10.2025;;5.043989;4.88424;48.218795;;85.238644;53.145301;103.152869;0;0;0;154.863558;;;;;
Au_389;05.10.2025;214.3;5.212275;5.241392;49.200954;7.56;86.46829;51.370525;106.197616;0;0;0;150.233583;23354.81;161.3;144.791135;108.981848;214.3
Au_389;06.10.2025;;5.33483;5.175467;55.014966;;85.391653;57;119.450884;0;0;0;160.268571;;;;;
Au_389;07.10.2025;227.377778;5.963987;5.79884;54.929739;1.416667;85.540523;57;119.695752;0;0;0;161.380229;26034.293333;182.495556;142.657136;114.497967;227.377778
Au_389;08.10.2025;224.8;4.829544;4.655035;54.364466;0.57;85.706819;57;119.693048;0;0;0;163.117065;25871.98;181.95;142.1928;115.088879;224.8
Au_389;09.10.2025;;4.603236;4.507622;51.364714;;86.654777;53.919282;112.150628;0;0;0;153.09728;;;;;
Au_389;10.10.2025;229.811111;5.595325;5.44689;55.602981;0.262222;86.993909;56.860711;122.278388;0;0;0;165.244783;24874.927778;186.584444;133.317265;108.240753;229.811111
Au_389;11.10.2025;;4.837232;4.649495;53.398448;;86.92914;56.73306;116.907374;0;0;0;160.434541;;;;;
Au_389;12.10.2025;236.8;6.083448;5.898546;58.727335;0.66;87.070886;58.972665;128.223489;0;0;0;164.654121;25283.21;191.49;132.034101;106.770312;236.8
Au_389;13.10.2025;238.7;5.121056;4.946184;61.397805;0.69;87.152291;60;133.231824;0;0;0;166.750137;24423.02;192.96;126.570377;102.316799;238.7
Au_389;14.10.2025;243.8;5.561693;5.36019;61.516614;2.1;87.440024;60;133.293987;0;0;0;166.56606;24396.65;194.305;125.558529;100.068294;243.8
Au_389;15.10.2025;245;5.482555;5.289701;61.489781;0.01;87.680007;60;132.942847;0;0;0;165.932263;24527.275;199.465;122.965307;100.111327;245
Au_389;16.10.2025;247;5.353242;5.115611;57.568681;1.38;89.163516;56.074492;124.196635;0;0;0;158.366346;24060.72;198.27;121.353306;97.411822;247
Au_389;17.10.2025;230.9;5.41046;5.224605;56.513649;0.49;88.822026;58;121.600647;0;0;0;158.250575;22282.34;187.03;119.137785;96.502122;230.9
Au_389;18.10.2025;228.6;5.473094;5.283079;56.576259;0.04;89.02154;58.179993;122.136403;0;0;0;158.793669;23718.39;186;127.518226;103.754987;228.6
Au_389;19.10.2025;242.35;5.502246;5.329851;60.286567;3.45;89.204047;59.615448;130.226741;0;0;0;163.516891;24336.575;193.89;125.517433;100.419125;242.35
Au_389;20.10.2025;;13.449913;9.931817;61.255271;;89.768773;60;133.571265;0;0;0;167.594594;;;;;
Au_389;21.10.2025;;26.971678;26.531453;62.038016;;90.45162;60;136.242397;0;0;0;171.026217;;;;;
Au_389;22.10.2025;;27.170205;27.024543;60.778393;;90.859958;60;135.336565;0;0;0;172.500139;;;;;
Au_389;23.10.2025;;27.022514;26.209493;59.626761;;92.581394;55.931324;132.147606;0;0;0;166.194366;;;;;
Au_389;24.10.2025;;27.409529;27.229972;61.447586;;92.162034;60;135.090345;0;0;0;170.206759;;;;;
Au_389;25.10.2025;;27.635465;27.494016;60.757082;;92.519986;60;135.149646;0;0;0;172.163385;;;;;
Au_389;26.10.2025;;27.391242;27.203763;61.366464;;92.986055;60;135.959484;0;0;0;172.066464;;;;;
Au_389;27.10.2025;;27.586124;27.451018;61.037219;;93.337254;60;134.40302;0;0;33.199376;169.242697;;;;;
Au_389;28.10.2025;;26.599043;26.359094;62.036957;;93.799841;60;136.845797;0;0;34.423846;172.124348;;;;;
Au_389;29.10.2025;;26.318629;26.189609;60.65767;;94.080838;60;134.327344;0;0;33.84953;170.582528;;;;;
Au_389;30.10.2025;;26.159113;26.014856;60.628912;;94.506624;60;134.80924;0;0;33.283042;171.487034;;;;;
Au_389;31.10.2025;;27.455672;27.300542;61.41372;;94.933218;60;135.324823;0;0;32.715319;170.767963;;;;;
Au_389;01.11.2025;;27.784594;27.6652;60.269565;;95.241384;60;133.866304;0;0;32.139767;170.376594;;;;;
Au_389;02.11.2025;;26.767805;26.517209;60.84505;;95.59274;60;134.350861;0;0;31.568336;170.082353;;;;;
Au_389;03.11.2025;;32.316449;31.061634;63.692472;;96.405682;60;140.884659;0;0;30.991136;176.333949;;;;;
Au_389;04.11.2025;;30.122697;29.886348;66.394663;;97.53081;58.86236;146.262781;0;0;30.407757;179.733778;;;;;
Au_389;05.11.2025;;27.000022;26.619883;61.767254;;98.256128;58.547151;135.329222;0;0;29.833853;169.574009;;;;;
Au_389;06.11.2025;;27.91601;27.747047;60.271588;;97.75234;60;133.170474;0;0;29.257478;169.175836;;;;;
Au_389;07.11.2025;;26.663591;26.438933;60.752865;;98.081024;60;133.922923;0;0;28.674098;169.42808;;;;;
Au_389;08.11.2025;;27.860112;27.688741;60.580114;;98.42191;60;132.98176;0;0;28.098547;168.147139;;;;;
Au_389;09.11.2025;;27.40778;27.247564;60.282051;;98.753566;60;133.148665;0;0;27.553483;169.209108;;;;;
Au_389;10.11.2025;;29.160119;27.572955;59.187313;;99.37756;58.21144;130.142363;0;0;27.020366;164.390398;;;;;
Au_389;11.11.2025;;27.249025;27.090367;61.641949;;99.235021;60;135.621963;0;0;26.452643;170.72839;;;;;
Au_389;12.11.2025;;27.795559;27.598026;63.078374;;99.169507;60;138.661538;0;0;25.877091;173.126996;;;;;
Au_389;13.11.2025;;26.468938;26.072193;62.113232;;100.187226;55.138448;136.816794;0;0;25.269404;170.201463;;;;;
Au_389;14.11.2025;;27.512726;27.183285;63.844415;;99.93131;58.222919;140.170944;0;0;24.635762;177.424668;;;;;
Au_389;15.11.2025;;25.939321;25.550503;59.373114;;101.772366;52.348992;126.803738;0;0;24.025603;164.31893;;;;;
Au_389;16.11.2025;;25.305575;24.872892;65.961119;;101.796692;57.001596;144.895123;0;0;23.423272;184.043861;;;;;
Au_389;17.11.2025;;26.602315;26.37365;69.020633;;102.012916;57.70848;151.954539;0;0;22.821765;189.278955;;;;;
Au_389;18.11.2025;;27.774187;27.009255;62.814548;;104.781857;51.351131;135.944801;0;0;22.207899;170.436938;;;;;
Au_389;19.11.2025;;28.255983;27.869564;69.051247;;105.519402;55.403098;150.648292;0;0;21.596092;190.413735;;;;;
Au_389;20.11.2025;;28.143108;27.674303;76.555638;;106.009421;58.542164;169.029896;0;0;21.020952;203.757122;;;;;
Au_389;21.11.2025;;26.01407;25.729116;77.665396;;106.552752;59.05921;171.758765;0;0;20.473004;205.792835;;;;;
Au_389;22.11.2025;;28.59992;28.379944;76.5624;;108.251304;58.652637;169.865627;0;0;19.945244;205.274053;;;;;
Au_389;23.11.2025;;27.019704;26.561949;77.838816;;108.877988;59.001368;172.335855;0;0;19.437259;206.659567;;;;;
Au_389;24.11.2025;;27.362251;26.970355;77.835394;;109.754711;59.069119;172.662339;0;0;18.92021;207.155873;;;;;
Au_389;25.11.2025;;27.848549;26.347457;78.015748;;110.893803;58.956197;172.08;0;0;18.392037;206.084488;;;;;
Au_389;26.11.2025;;28.546723;24.534905;78.071429;;111.884756;58.927622;171.949748;0;0;17.885288;205.76437;;;;;
Au_389;27.11.2025;;27.602345;24.750523;77.871118;;112.668121;58.982213;172.561102;0;0;17.374831;207.035016;;;;;
Au_389;28.11.2025;;28.28151;25.182359;77.888281;;113.490828;58.840867;171.928516;0;0;16.845835;205.945;;;;;
Au_389;29.11.2025;;29.786752;26.715858;76.408037;;112.454459;57.815896;166.004096;0;0;16.315602;200.000386;;;;;
Au_389;30.11.2025;;29.826153;28.02717;78.020668;;110.837162;57.611733;169.329173;0;0;15.789902;202.75159;;;;;
Au_389;01.12.2025;;28.40212;27.05429;77.945743;;111.478214;58.184007;170.840985;0;0;15.283977;204.733639;;;;;
Au_389;02.12.2025;;29.46429;27.423762;78.037066;;112.386002;58.550915;171.134937;0;0;14.775992;204.532808;;;;;
Au_389;03.12.2025;;29.142054;25.661935;68.404221;;115.899992;51.273239;149.770617;0;0;14.261003;179.914123;;;;;
Au_389;04.12.2025;;29.545264;28.025599;78.146623;;116.082026;58.273493;170.293904;0;0;13.757138;203.435173;;;;;
Au_389;05.12.2025;;28.937025;27.235025;77.679661;;117.905797;58.032407;170.783475;0;0;13.263985;205.407203;;;;;
Au_389;06.12.2025;;30.051874;26.675131;78.039405;;119.758932;57.933844;169.839667;0;0;12.785663;203.167426;;;;;
Au_389;07.12.2025;;26.968056;18.063953;33.282392;;52.508364;24.890839;74.475997;0;0;12.302397;89.317774;;;;;
Au_389;08.12.2025;;10.958734;0.179669;7.812097;;54.058863;5.562976;16.617419;0;0;11.798944;20.416532;;;;;
Au_389;09.12.2025;;-0.064377;-0.171606;0;;0;0;0;0;0;11.293431;0;;;;;
Au_389;10.12.2025;;-0.059644;-0.18569;0;;0;0;0;0;0;10.79863;0;;;;;
Au_389;11.12.2025;;-0.049682;-0.2217;0;;0;0.679278;0.001941;0;0;10.346676;0.009704;;;;;
Au_389;12.12.2025;;-0.050369;-0.221601;0;;0;5.336622;0.015247;0;0;9.972176;0.076237;;;;;
Au_389;13.12.2025;;-0.054733;-0.208163;0;;0;10.400658;0.029716;0;0;9.627751;0.148581;;;;;
Au_389;14.12.2025;;-0.06844;-0.167423;0;;0;15.56767;0.044479;0;0;9.276323;0.222395;;;;;
Au_389;15.12.2025;;-0.070699;-0.145237;0;;0;20.686224;0.059103;0;0;8.928191;0.295517;;;;;
Au_389;16.12.2025;;-0.061123;-0.172379;0;;0;25.992558;0.074264;0;0;8.567286;0.371322;;;;;
Au_389;17.12.2025;;-0.068044;-0.214791;0;;0;31.498789;0.089997;0;0;8.192787;0.449983;;;;;
Au_389;18.12.2025;;-0.059191;-0.212302;0;;0;3.448259;0.009852;0;0;7.74042;0.049258;;;;;
Au_389;19.12.2025;;-0.073641;-0.198307;0;;0;0.083466;0.000238;0;0;7.216368;0.001192;;;;;
Au_389;20.12.2025;;1.654126;-0.174197;5.263116;;27.439467;5.223227;20.02655;0;0;6.698083;28.913593;;;;;
Au_389;21.12.2025;;0.335506;-0.147733;0;;0;0;0;0;0;6.182682;0;;;;;
Au_389;22.12.2025;;-0.063086;-0.156523;0;;0;0;0;0;0;5.673461;0;;;;;
Au_389;23.12.2025;;-0.017793;-0.06202;0;;0;0;0;0;0;5.167536;0;;;;;
Au_389;24.12.2025;;-0.016148;-0.038695;0;;0;0;0;0;0;4.647773;0;;;;;
Au_389;25.12.2025;;-0.05828;-0.096069;0;;0;0;0;0;0;4.551143;0;;;;;
Au_389;26.12.2025;;-0.06611;-0.190756;0;;0;0;0;0;0;5.158049;0;;;;;
Au_389;27.12.2025;;-0.063726;-0.218099;0;;0;0;0;0;0;4.543576;0;;;;;
Au_389;28.12.2025;;-0.05041;-0.149385;0;;0;0;0;0;0;4.412887;0;;;;;
Au_389;29.12.2025;;-0.045565;-0.106948;0;;0;0;0;0;0;4.47112;0;;;;;
Au_389;30.12.2025;;-0.052191;-0.106295;0;;0;0;0;0;0;4.580589;0;;;;;
Au_389;31.12.2025;;-0.050805;-0.174108;0;;0;0;0;0;0;4.326801;0;;;;;
Au_389;01.01.2026;;0.117667;-0.202479;1.031669;;10.464464;0.853143;3.126675;0;0;4.650831;4.885201;;;;;
Au_389;02.01.2026;362.16;5.384313;-0.35104;46.493695;99.667;181.299433;37.246113;157.340416;0;0;5.08575;228.85744;1914.151111;2.865;668.115571;5.285374;362.16
Au_389;03.01.2026;511.616667;6.873698;87.880179;55.59375;99.995417;164.363621;42.389396;203.414349;0;0;5.485202;280.030013;3473.560833;0.032143;108066.337037;6.789382;511.616667
Au_389;04.01.2026;529.795833;7.824107;6.274681;61.2775;99.425833;151.930547;45.393005;239.674;0;0;5.817119;319.153963;37014.362083;2.09125;17699.635186;69.865333;529.795833
Au_389;05.01.2026;419.77;8.978087;8.251957;65.638645;92.478571;140.501667;48.199764;272.022898;0;0;6.38078;356.102133;269845.1065;36.734286;7345.865075;642.84038;419.77
Au_389;06.01.2026;588.941667;9.966175;9.706222;65.539312;87.4225;132.428937;49.223931;277.487776;0;0;6.668161;364.961609;22753.935833;60.24125;377.713541;38.635296;588.941667
Au_389;07.01.2026;578.727778;9.84474;9.263961;66.030061;83.592778;126.202387;50.161748;285.486748;0;0;7.023043;375.344969;26665.262778;77.278333;345.054838;46.075657;578.727778
Au_389;08.01.2026;585.025;8.730563;7.095941;68.68398;80.5;119.500536;51.751494;305.720693;0;0;6.714925;397.889466;29982.925833;92.869167;322.851242;51.250674;585.025
Au_389;09.01.2026;386.07;11.078399;9.677319;71.58589;85.716;113.672667;53.278104;324.712106;0;0;7.115755;414.974315;235820.519;91.725714;2570.9314;610.823216;386.07
Au_389;10.01.2026;256.014286;8.733753;7.66784;76.532116;90.612857;106.778;54.904177;345.103589;0;0;6.802651;425.035873;373776.27;106.506667;3509.416656;1459.982082;256.014286
Au_389;11.01.2026;590.628571;8.248752;7.550223;74.640604;77.598571;101.064864;53.459271;333.957293;0;0;6.541916;409.97696;34234.862857;107.731429;317.779717;57.963438;590.628571
Au_389;12.01.2026;564.55;6.694834;5.341639;70.044005;77.1;96.988444;53.345804;318.072832;0;0;5.920761;410.87602;31019.64;105.235;294.76543;54.94578;564.55
Au_389;13.01.2026;592.95;7.530176;7.465345;74.885822;74.07;91.699241;54.800546;337.541092;0;0;6.741358;419.203639;30465.99;125.23;243.280284;51.380369;592.95
Au_389;14.01.2026;578.933333;8.665053;8.40534;77.826329;77.588889;85.984373;55.921363;352.840698;0;0;6.830071;431.340729;33117.036667;105.647778;313.466477;57.203541;578.933333
Au_389;15.01.2026;575.7;8.262084;8.096499;79.741492;75.653333;79.73194;56.610841;361.423397;0;0;6.746283;436.75517;34550.26;114.141667;302.696298;60.014348;575.7
Au_389;16.01.2026;572.5875;8.651258;9.658969;74.916342;76.0525;78.714494;53.712601;336.677367;0;0;6.73762;410.851492;34927.4425;111.64;312.857779;60.99931;572.5875
Au_389;17.01.2026;560.333333;8.059483;8.023895;78.687339;79.33;71.111957;56.051906;356.89916;0;0;6.503258;434.919574;33504.422222;94.19;355.711033;59.793734;560.333333
Au_389;18.01.2026;551.7;8.200647;8.004705;79.597394;77.715;65.297579;56.658128;360.482305;0;0;6.083397;435.864403;34478.693333;100.183333;344.155981;62.495366;551.7
Au_389;19.01.2026;551.785714;8.480346;8.299593;78.343176;79.22;61.104003;57;355.945276;0;0;6.525485;431.206463;41239.658571;93.392857;441.57187;74.73854;551.785714
Au_389;20.01.2026;520.5625;8.490632;8.487039;75.43255;80.675;59.407036;56.866324;343.114171;0;0;6.609322;419.894152;43996.795;81.915;537.103034;84.517796;520.5625
Au_389;21.01.2026;513.833333;16.008188;15.642526;75.6773;82.493333;58.76704;57.309666;344.41454;0;0;5.860227;419.634718;50920.93;73.236667;695.292841;99.100091;513.833333
Au_389;22.01.2026;;26.941784;27.001844;77.666446;;58.595338;57.840371;353.60504;0;0;4.47042;426.766777;;;;;
Au_389;23.01.2026;;26.35751;26.924566;76.340454;;57.761762;58;348.460948;0;0;4.446849;422.235247;;;;;
Au_389;24.01.2026;;26.6038;26.527578;74.913992;;57.110494;58.138492;342.303273;0;0;4.438825;416.513222;;;;;
Au_389;25.01.2026;;26.508355;26.376598;75.059322;;56.748658;58.872627;342.316596;0;0;4.450459;413.965607;;;;;
Au_389;26.01.2026;;25.134531;24.767981;70.415432;;60.642926;54.838574;320.751173;0;0;4.368745;393.860062;;;;;
Au_389;27.01.2026;;25.859544;25.719143;74.388821;;56.253806;58.691725;340.349149;0;0;4.376983;413.450456;;;;;
Au_389;28.01.2026;;25.707269;25.57905;72.101583;;57.452424;59;332.206003;0;0;3.690732;406.876616;;;;;
Au_389;29.01.2026;;25.980698;26.660906;70.640147;;58.535294;59;324.65049;0;0;3.158143;399.141004;;;;;
Au_389;30.01.2026;;24.248892;25.248467;69.647783;;59.099852;58.863898;318.806219;0;0;3.596475;393.311145;;;;;
Au_389;31.01.2026;;25.890083;23.341881;69.188056;;59.716563;59;316.285388;0;0;3.863247;389.648412;;;;;
Au_389;01.02.2026;;25.701227;25.767441;68.299756;;60.015024;59;311.558181;0;0;3.220928;384.78315;;;;;
Au_389;02.02.2026;;25.242796;25.414194;66.388889;;60.42087;59;305.645048;0;0;3.199795;381.95779;;;;;
Au_389;03.02.2026;;23.935459;24.108022;65.279199;;60.444875;58.81771;299.632382;0;0;3.548458;376.43061;;;;;
Au_389;04.02.2026;;25.863203;24.276983;64.773748;;60.733517;59;299.900032;0;0;3.098947;378.818261;;;;;
Au_389;05.02.2026;;25.342866;24.356746;64.569462;;60.759706;59;297.244556;0;0;2.993279;374.505695;;;;;
Au_389;06.02.2026;;25.366144;25.159031;64.107932;;60.94433;59;295.268856;0;0;2.908365;372.568401;;;;;
Au_389;07.02.2026;;26.379449;25.741023;66.473091;;62.432207;58.695488;305.403692;0;0;4.525068;382.56363;;;;;
Au_389;08.02.2026;;27.323715;26.94613;62.582217;;61.513717;59;288.74525;0;0;3.971991;367.387467;;;;;
Au_389;09.02.2026;;27.193784;26.831228;61.109726;;63.245474;58.816222;281.731234;0;0;4.06395;361.338466;;;;;
Au_389;10.02.2026;372.133333;17.829696;17.275766;60.458228;84.446667;62.477095;59.196842;280.752785;0;0;5.230129;361.401456;68460.833333;47.156667;1451.774228;183.96856;372.133333
Au_389;11.02.2026;;25.317818;25.112672;61.497433;;62.603793;58.405789;286.128498;0;0;4.470576;370.287677;;;;;
Au_389;12.02.2026;;24.975627;24.886031;61.193852;;62.485326;58.455753;286.028607;0;0;4.732202;371.677164;;;;;
